county,city,state,model_year,make,model,type,cafv_eligibility,electric_utility
Skagit,Bow,WA,2024,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC
Allen,Fort Wayne,IN,2018,CHRYSLER,PACIFICA,PHEV,Eligible,NON WASHINGTON STATE ELECTRIC UTILITY
Whitman,St John,WA,2023,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Pierce,Puyallup,WA,2024,CHEVROLET,BLAZER EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Skykomish,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Auburn,WA,2021,LAND ROVER,RANGE ROVER SPORT,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Port Orchard,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,South Hill,WA,2024,CHEVROLET,SILVERADO EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Spokane,Spokane,WA,2024,BMW,I4,BEV,Unknown,MODERN ELECTRIC WATER COMPANY
Pend Oreille,Newport,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUD NO 1 OF PEND OREILLE COUNTY
Pierce,Gig Harbor,WA,2020,JAGUAR,I-PACE,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Mason,Shelton,WA,2018,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Yakima,Sunnyside,WA,2021,FORD,MUSTANG MACH-E,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN
Spokane,Newman Lake,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Pierce,South Hill,WA,2018,CHRYSLER,PACIFICA,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clallam,Neah Bay,WA,2023,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Benton,West Richland,WA,2018,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Pierce,Parkland,WA,2024,CHEVROLET,EQUINOX EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Kirkland,WA,2019,PORSCHE,PANAMERA,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Tacoma,WA,2019,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
James City,Toano,VA,2024,TESLA,MODEL Y,BEV,Unknown,NON WASHINGTON STATE ELECTRIC UTILITY
Skagit,Sedro-Woolley,WA,2016,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
Chelan,Leavenworth,WA,2024,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUD NO 1 OF CHELAN COUNTY
King,Snoqualmie,WA,2024,RIVIAN,R1T,BEV,Unknown,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
Skagit,Burlington,WA,2019,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC
King,Mercer Island,WA,2020,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Ferndale,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Pierce,Parkland,WA,2020,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY
Benton,Kennewick,WA,2022,HYUNDAI,KONA ELECTRIC,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Pierce,Steilacoom,WA,2023,BMW,I4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Lewis,Winlock,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
Whatcom,Bellingham,WA,2021,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Carnation,WA,2024,KIA,EV9,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Ruston,WA,2021,BMW,X3,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Mason,Hoodsport,WA,2023,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
King,Issaquah,WA,2024,LEXUS,RZ,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kittitas,Cle Elum,WA,2023,BMW,IX,BEV,Unknown,PUGET SOUND ENERGY INC
Columbia,Dayton,WA,2018,TESLA,MODEL S,BEV,Eligible,PACIFICORP
San Juan,Friday Harbor,WA,2024,FORD,MUSTANG MACH-E,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Spokane,Liberty Lake,WA,2022,AUDI,E-TRON GT,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Snohomish,Brier,WA,2023,NISSAN,ARIYA,BEV,Unknown,PUGET SOUND ENERGY INC
Snohomish,Edmonds,WA,2024,VOLVO,XC60,PHEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Mill Creek,WA,2019,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC
King,Yarrow Point,WA,2024,AUDI,Q8,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Arlington,WA,2023,RIVIAN,R1S,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Kittitas,Ronald,WA,2019,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Roy,WA,2018,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Klickitat,White Salmon,WA,2023,VOLVO,XC60,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
Pierce,Fox Island,WA,2016,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Sumner,WA,2024,DODGE,HORNET,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,WA,2017,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Island,Langley,WA,2021,BMW,I3,PHEV,Eligible,PUGET SOUND ENERGY INC
Benton,Kennewick,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Snohomish,Snohomish,WA,2021,AUDI,E-TRON SPORTBACK,BEV,Eligible,PUGET SOUND ENERGY INC
Chelan,Wenatchee,WA,2022,VOLVO,XC90,PHEV,Eligible,PUD NO 1 OF CHELAN COUNTY
King,Auburn,WA,2023,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Whatcom,Blaine,WA,2024,SUBARU,SOLTERRA,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Stevens,Kettle Falls,WA,2018,CHEVROLET,VOLT,PHEV,Eligible,AVISTA CORP
Snohomish,Lake Stevens,WA,2020,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Tacoma,WA,2022,JEEP,WRANGLER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Snohomish,WA,2018,BMW,330E,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Pierce,Milton,WA,2024,BMW,I7,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA)
Pierce,Bonney Lake,WA,2017,KIA,SOUL EV,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Mountlake Terrace,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC
Franklin,Pasco,WA,2013,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
Franklin,Pasco,WA,2012,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY
Pierce,Gig Harbor,WA,2020,PORSCHE,CAYENNE,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Benton,West Richland,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Douglas,East Wenatchee,WA,2024,TESLA,CYBERTRUCK,BEV,Unknown,PUD NO 1 OF DOUGLAS COUNTY
Snohomish,Mill Creek,WA,2022,KIA,EV6,BEV,Unknown,PUGET SOUND ENERGY INC
Spokane,Spokane Valley,WA,2021,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15
Pierce,Tacoma,WA,2022,FORD,F-150,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Spokane,Spokane Valley,WA,2013,FORD,FUSION,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Pierce,Spanaway,WA,2016,FORD,C-MAX,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Ravensdale,WA,2024,BMW,I4,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,La Conner,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC
Spokane,Spokane,WA,2019,JAGUAR,I-PACE,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Seattle,WA,2020,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,WA,2021,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15
Snohomish,Arlington,WA,2018,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC
Mason,Shelton,WA,2023,RIVIAN,R1T,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY
San Juan,Eastsound,WA,2014,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
King,Bothell,WA,2019,MITSUBISHI,OUTLANDER,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Edmonds,WA,2023,AUDI,E-TRON,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Lakewood,WA,2019,CHRYSLER,PACIFICA,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY
Pacific,Long Beach,WA,2017,FORD,C-MAX,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY
Skagit,La Conner,WA,2018,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Whatcom,Ferndale,WA,2023,HYUNDAI,IONIQ 5,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Tukwila,WA,2024,ACURA,ZDX,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Benton,Richland,WA,2020,BMW,X3,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
King,Maple Valley,WA,2024,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Battle Ground,WA,2024,VOLVO,XC40,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Lincoln,Grand Coulee,WA,2014,BMW,I3,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY
Pierce,Graham,WA,2023,TESLA,MODEL 3,BEV,Unknown,"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY"
Whitman,Pullman,WA,2020,TESLA,MODEL Y,BEV,Eligible,AVISTA CORP
Spokane,Medical Lake,WA,2021,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Whatcom,Blaine,WA,2022,KIA,SORENTO,PHEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Snohomish,Lynnwood,WA,2023,FISKER,OCEAN,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Dupont,WA,2022,MINI,HARDTOP,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Auburn,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
